Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","659","Saint-Kitts-et-Nevis","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","659","Saint-Kitts-et-Nevis","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","659","Saint-Kitts-et-Nevis","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","659","Saint-Kitts-et-Nevis","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.131","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.232","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.293","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.454","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.822","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.78","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.605","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.269","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.427","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.229","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","670","Saint-Vincent-et-les Grenadines","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","3.288","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.394","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.463","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.551","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.477","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.015","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.392","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.046","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.241","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.117","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","84.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","84.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","84.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","84.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","678","Sao Tomé-et-Principe","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","0.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.19","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.25","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.278","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.33","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.401","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.377","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.124","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.677","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.422","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.19","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","53","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","47.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","45.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","46","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","8.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","7.5","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","7.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","686","Sénégal","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","7.7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.07","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.149","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.174","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","4.246","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.572","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.998","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.612","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.92","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.872","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.096","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","29","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","14.9","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","16.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","16.3","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","1.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","688","Serbie","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","1.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.01","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","3.965","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","3.923","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.801","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.381","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.088","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.875","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","1.094","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.476","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.095","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","8.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","7.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","7.4","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","6.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","690","Seychelles","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","0","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.842","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.952","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.847","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","2.893","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.655","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.754","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.257","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.756","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.298","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.122","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","91.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","91.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","89.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","89.2","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","6.8","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","7","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","694","Sierra Leone","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","7.1","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","2.775","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","2.867","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","2.936","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","3.064","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.519","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.611","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.324","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.605","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.615","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6226","Valeur","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.102","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2017","2017","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2018","2018","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2019","2019","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6121","Valeur","7005","Percentage of the population unable to afford a healthy diet (percent)","2020","2020","%","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2017","2017","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2018","2018","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2019","2019","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","702","Singapour","6132","Valeur","7006","Number of people unable to afford a healthy diet (million)","2020","2020","millions","","O","Valeur manquante"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","534","Sint Maarten (partie néerlandaise)","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2017","2017","PPP dollar per person per day","4.462","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","534","Sint Maarten (partie néerlandaise)","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2018","2018","PPP dollar per person per day","4.73","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","534","Sint Maarten (partie néerlandaise)","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2019","2019","PPP dollar per person per day","4.77","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","534","Sint Maarten (partie néerlandaise)","6226","Valeur","7004","Cost of a healthy diet (PPP dollar per person per day)","2020","2020","PPP dollar per person per day","5.36","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","534","Sint Maarten (partie néerlandaise)","6226","Valeur","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","1.26","E","Valeur estimée"
"CAHD","Coût et abordabilité d’une alimentation saine
 (CoAHD)","534","Sint Maarten (partie néerlandaise)","6226","Valeur","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.864","E","Valeur estimée"
